TokenId,TokenIsExposable,rarity,trait_count,attributes
1,True,Epic,11,"{'trait_type': 'Floor', 'value': 'Checkered', 'probability': '22.6%'}","{'trait_type': 'Back Wall', 'value': 'Brick_Wall', 'probability': '14.4%'}","{'trait_type': 'Decor', 'value': 'Cannabis', 'probability': '16.4%'}","{'trait_type': 'Chair', 'value': 'Leather_Chair', 'probability': '7.8%'}","{'trait_type': 'Hair', 'value': 'Dark_Buzzcut', 'probability': '9.6%'}","{'trait_type': 'Body', 'value': 'Dark_Bell_Bottoms', 'probability': '5.2%'}","{'trait_type': 'Book Color', 'value': 'Epic', 'probability': '14.0%'}","{'trait_type': 'Book Title', 'value': 'The_12_Steps_for_Social_Media_Addicts', 'probability': '15.8%'}","{'trait_type': 'Shoes', 'value': 'Socks_Slides_Bell_Bottoms', 'probability': '3.0%'}","{'trait_type': 'Sideboard Object', 'value': 'Bong', 'probability': '17.2%'}","{'trait_type': 'Rings', 'value': 'Wedding_Band', 'probability': '48.6%'}","{'trait_type': 'Signature Series', 'value': None, 'probability': '99.0%'}"
2,True,Epic,10,"{'trait_type': 'Floor', 'value': 'Grass', 'probability': '19.2%'}","{'trait_type': 'Back Wall', 'value': 'Brick_Wall', 'probability': '14.4%'}","{'trait_type': 'Decor', 'value': 'Cannabis', 'probability': '16.4%'}","{'trait_type': 'Chair', 'value': 'Polka_Dot_Chair', 'probability': '17.2%'}","{'trait_type': 'Hair', 'value': 'Medium_Rainbow_Hair', 'probability': '9.8%'}","{'trait_type': 'Body', 'value': 'Medium_Tracksuit', 'probability': '6.0%'}","{'trait_type': 'Book Color', 'value': 'Epic', 'probability': '14.0%'}","{'trait_type': 'Book Title', 'value': 'Soul_Not_For_Sale', 'probability': '13.8%'}","{'trait_type': 'Shoes', 'value': 'Medium_High_Heels_Tracksuit', 'probability': '1.4%'}","{'trait_type': 'Sideboard Object', 'value': 'Tumbler', 'probability': '18.4%'}","{'trait_type': 'Rings', 'value': 'Nothing', 'probability': '50.4%'}","{'trait_type': 'Signature Series', 'value': None, 'probability': '99.0%'}"
3,True,Uncommon,10,"{'trait_type': 'Floor', 'value': 'Grass', 'probability': '19.2%'}","{'trait_type': 'Back Wall', 'value': 'Palm_Tree_Wall', 'probability': '24.6%'}","{'trait_type': 'Decor', 'value': 'Disco_Ball', 'probability': '16.0%'}","{'trait_type': 'Chair', 'value': 'Leather_Chair', 'probability': '7.8%'}","{'trait_type': 'Hair', 'value': 'Light_Beehive', 'probability': '9.2%'}","{'trait_type': 'Body', 'value': 'Light_Robe', 'probability': '9.8%'}","{'trait_type': 'Book Color', 'value': 'Uncommon', 'probability': '24.0%'}","{'trait_type': 'Book Title', 'value': 'Soul_Not_For_Sale', 'probability': '13.8%'}","{'trait_type': 'Shoes', 'value': 'Boots', 'probability': '11.8%'}","{'trait_type': 'Sideboard Object', 'value': 'Beer_Bottle', 'probability': '15.4%'}","{'trait_type': 'Rings', 'value': 'Nothing', 'probability': '50.4%'}","{'trait_type': 'Signature Series', 'value': None, 'probability': '99.0%'}"
4,True,Rare,10,"{'trait_type': 'Floor', 'value': 'Wood_Floor', 'probability': '23.8%'}","{'trait_type': 'Back Wall', 'value': 'Marriage_Wall', 'probability': '19.8%'}","{'trait_type': 'Decor', 'value': 'Leg_Lamp', 'probability': '17.8%'}","{'trait_type': 'Chair', 'value': 'Plaid_Chair', 'probability': '16.8%'}","{'trait_type': 'Hair', 'value': 'Medium_Buzzcut', 'probability': '10.2%'}","{'trait_type': 'Body', 'value': 'Medium_Bell_Bottoms', 'probability': '6.6%'}","{'trait_type': 'Book Color', 'value': 'Rare', 'probability': '19.0%'}","{'trait_type': 'Book Title', 'value': 'Soul_Not_For_Sale', 'probability': '13.8%'}","{'trait_type': 'Shoes', 'value': 'Dress_Shoes_Bell_Bottoms', 'probability': '5.2%'}","{'trait_type': 'Sideboard Object', 'value': 'Wine_Bottle', 'probability': '16.4%'}","{'trait_type': 'Rings', 'value': 'Nothing', 'probability': '50.4%'}","{'trait_type': 'Signature Series', 'value': None, 'probability': '99.0%'}"
5,True,Rare,10,"{'trait_type': 'Floor', 'value': 'Wood_Floor', 'probability': '23.8%'}","{'trait_type': 'Back Wall', 'value': 'Marriage_Wall', 'probability': '19.8%'}","{'trait_type': 'Decor', 'value': 'Disco_Ball', 'probability': '16.0%'}","{'trait_type': 'Chair', 'value': 'Flag_Chair', 'probability': '18.2%'}","{'trait_type': 'Hair', 'value': 'Medium_Mohawk', 'probability': '9.4%'}","{'trait_type': 'Body', 'value': 'Medium_Suit', 'probability': '7.8%'}","{'trait_type': 'Book Color', 'value': 'Rare', 'probability': '19.0%'}","{'trait_type': 'Book Title', 'value': ""Don't_Shed_On_Me"", 'probability': '19.2%'}","{'trait_type': 'Shoes', 'value': 'Converse_Suit', 'probability': '3.2%'}","{'trait_type': 'Sideboard Object', 'value': 'Beer_Bottle', 'probability': '15.4%'}","{'trait_type': 'Rings', 'value': 'Nothing', 'probability': '50.4%'}","{'trait_type': 'Signature Series', 'value': None, 'probability': '99.0%'}"
6,False,Common,10,"{'trait_type': 'Floor', 'value': 'Checkered', 'probability': '22.6%'}","{'trait_type': 'Back Wall', 'value': 'TV_Wall', 'probability': '30.0%'}","{'trait_type': 'Decor', 'value': 'Lava_Lamp', 'probability': '18.4%'}","{'trait_type': 'Chair', 'value': 'Flag_Chair', 'probability': '18.2%'}","{'trait_type': 'Hair', 'value': 'Light_Rainbow_Hair', 'probability': '9.6%'}","{'trait_type': 'Body', 'value': 'Light_Robe', 'probability': '9.8%'}","{'trait_type': 'Book Color', 'value': 'Common', 'probability': '29.0%'}","{'trait_type': 'Book Title', 'value': 'Men_On_The_Moon', 'probability': '13.8%'}","{'trait_type': 'Shoes', 'value': 'Dress_Shoes_Robe_Manwoman', 'probability': '7.0%'}","{'trait_type': 'Sideboard Object', 'value': 'Cigars', 'probability': '11.8%'}","{'trait_type': 'Rings', 'value': 'Nothing', 'probability': '50.4%'}","{'trait_type': 'Signature Series', 'value': None, 'probability': '99.0%'}"
7,False,Epic,11,"{'trait_type': 'Floor', 'value': 'Wood_Floor', 'probability': '23.8%'}","{'trait_type': 'Back Wall', 'value': 'Brick_Wall', 'probability': '14.4%'}","{'trait_type': 'Decor', 'value': 'Torch', 'probability': '16.6%'}","{'trait_type': 'Chair', 'value': 'Polka_Dot_Chair', 'probability': '17.2%'}","{'trait_type': 'Hair', 'value': 'Medium_Mohawk', 'probability': '9.4%'}","{'trait_type': 'Body', 'value': 'Medium_Manwoman', 'probability': '8.2%'}","{'trait_type': 'Book Color', 'value': 'Epic', 'probability': '14.0%'}","{'trait_type': 'Book Title', 'value': 'Comply_Or_Die', 'probability': '19.4%'}","{'trait_type': 'Shoes', 'value': 'Boots', 'probability': '11.8%'}","{'trait_type': 'Sideboard Object', 'value': 'Bong', 'probability': '17.2%'}","{'trait_type': 'Rings', 'value': 'Wedding_Band', 'probability': '48.6%'}","{'trait_type': 'Signature Series', 'value': None, 'probability': '99.0%'}"
8,False,Rare,10,"{'trait_type': 'Floor', 'value': 'Shag_Rug', 'probability': '21.0%'}","{'trait_type': 'Back Wall', 'value': 'Marriage_Wall', 'probability': '19.8%'}","{'trait_type': 'Decor', 'value': 'Disco_Ball', 'probability': '16.0%'}","{'trait_type': 'Chair', 'value': 'Shell_Chair', 'probability': '16.0%'}","{'trait_type': 'Hair', 'value': 'Light_Mohawk', 'probability': '9.8%'}","{'trait_type': 'Body', 'value': 'Light_Bell_Bottoms', 'probability': '11.2%'}","{'trait_type': 'Book Color', 'value': 'Rare', 'probability': '19.0%'}","{'trait_type': 'Book Title', 'value': 'Soul_Not_For_Sale', 'probability': '13.8%'}","{'trait_type': 'Shoes', 'value': 'Light_Slippers_Bell_Bottoms', 'probability': '1.4%'}","{'trait_type': 'Sideboard Object', 'value': 'Beer_Bottle', 'probability': '15.4%'}","{'trait_type': 'Rings', 'value': 'Nothing', 'probability': '50.4%'}","{'trait_type': 'Signature Series', 'value': None, 'probability': '99.0%'}"
9,False,Common,11,"{'trait_type': 'Floor', 'value': 'Grass', 'probability': '19.2%'}","{'trait_type': 'Back Wall', 'value': 'TV_Wall', 'probability': '30.0%'}","{'trait_type': 'Decor', 'value': 'Lava_Lamp', 'probability': '18.4%'}","{'trait_type': 'Chair', 'value': 'Polka_Dot_Chair', 'probability': '17.2%'}","{'trait_type': 'Hair', 'value': 'Light_Mohawk', 'probability': '9.8%'}","{'trait_type': 'Body', 'value': 'Light_Tracksuit', 'probability': '8.0%'}","{'trait_type': 'Book Color', 'value': 'Common', 'probability': '29.0%'}","{'trait_type': 'Book Title', 'value': 'Men_On_The_Moon', 'probability': '13.8%'}","{'trait_type': 'Shoes', 'value': 'Converse_Tracksuit', 'probability': '2.6%'}","{'trait_type': 'Sideboard Object', 'value': 'Beer_Bottle', 'probability': '15.4%'}","{'trait_type': 'Rings', 'value': 'Wedding_Band', 'probability': '48.6%'}","{'trait_type': 'Signature Series', 'value': None, 'probability': '99.0%'}"
10,False,Uncommon,11,"{'trait_type': 'Floor', 'value': 'Checkered', 'probability': '22.6%'}","{'trait_type': 'Back Wall', 'value': 'Palm_Tree_Wall', 'probability': '24.6%'}","{'trait_type': 'Decor', 'value': 'Gun_Lamp', 'probability': '13.8%'}","{'trait_type': 'Chair', 'value': 'Shell_Chair', 'probability': '16.0%'}","{'trait_type': 'Hair', 'value': 'Light_Beehive', 'probability': '9.2%'}","{'trait_type': 'Body', 'value': 'Light_Bell_Bottoms', 'probability': '11.2%'}","{'trait_type': 'Book Color', 'value': 'Uncommon', 'probability': '24.0%'}","{'trait_type': 'Book Title', 'value': ""Don't_Shed_On_Me"", 'probability': '19.2%'}","{'trait_type': 'Shoes', 'value': 'Dress_Shoes_Bell_Bottoms', 'probability': '5.2%'}","{'trait_type': 'Sideboard Object', 'value': 'Beer_Bottle', 'probability': '15.4%'}","{'trait_type': 'Rings', 'value': 'Wedding_Band', 'probability': '48.6%'}","{'trait_type': 'Signature Series', 'value': None, 'probability': '99.0%'}"
